type	latitude	longitude	name
W	37.3373604898	-121.87982327	273
W	37.3373602195	-121.879823044	274
W	37.3373600393	-121.879822706	275
W	37.3373595888	-121.879822367	276
W	37.3373594086	-121.879822142	277
W	37.3373592283	-121.879821916	278
W	37.337358958	-121.879821577	279
W	37.3373586877	-121.879821239	280
W	37.3373584174	-121.879820787	281
W	37.3373581471	-121.879820562	282
W	37.3373579669	-121.879820336	283
W	37.3373576966	-121.879819998	284
W	37.3373576065	-121.879819772	285
W	37.3373573361	-121.879819433	286
W	37.337357246	-121.879819208	287
W	37.3373569757	-121.879818982	288
W	37.3373568856	-121.879818756	289
W	37.3373565252	-121.879818418	290
W	37.3373559846	-121.879817628	291
W	37.3373558044	-121.879817402	292
W	37.3373555341	-121.879817176	293
W	37.3373552637	-121.879816838	294
W	37.3373549934	-121.879816387	295
W	37.337354633	-121.879816161	296
W	37.3373544528	-121.879815935	297
W	37.3373541825	-121.879815597	298
W	37.3373540023	-121.879815371	299
W	37.3373538221	-121.879815145	300
W	37.3373533715	-121.879814581	301
W	37.3373531913	-121.879814355	302
W	37.337352921	-121.879814017	303
W	37.3373527408	-121.879813791	304
W	37.3373523804	-121.87981334	305
W	37.3373521101	-121.879812888	306
W	37.33735202	-121.879812663	307
W	37.3373514794	-121.879812098	308
W	37.3373514794	-121.879812098	309
W	37.3373510288	-121.879811534	310
W	37.3373507585	-121.879811083	311
W	37.3373504882	-121.879810744	312
W	37.3373502179	-121.879810406	313
W	37.3373499476	-121.87981018	314
W	37.3373496773	-121.879809842	315
W	37.3373494069	-121.879809503	316
W	37.3373492267	-121.879809165	317
W	37.3373489564	-121.879808826	318
W	37.3373486861	-121.879808487	319
W	37.3373484158	-121.879808149	320
W	37.3373480554	-121.879807698	321
W	37.3373479653	-121.879807585	322
W	37.3373475147	-121.879807021	323
W	37.3373472444	-121.879806682	324
W	37.3373472444	-121.879806682	325
W	37.3373467939	-121.879806118	326
W	37.3373465236	-121.879805779	327
W	37.3373462533	-121.879805441	328
W	37.337345983	-121.879805102	329
W	37.3373458028	-121.879804877	330
W	37.3373454423	-121.879804538	331
W	37.3373452621	-121.879804199	332
W	37.3373449918	-121.879803861	333
W	37.3373447215	-121.879803635	334
W	37.3373445413	-121.879803297	335
W	37.3373440908	-121.879802845	336
W	37.3373438205	-121.879802507	337
W	37.3373435501	-121.879802168	338
W	37.3373432798	-121.87980183	339
W	37.3373430996	-121.879801491	340
W	37.337342559	-121.87980104	341
W	37.3373422887	-121.879800701	342
W	37.3373420184	-121.879800363	343
W	37.3373417481	-121.879800024	344
W	37.3373414777	-121.879799573	345
W	37.3373413876	-121.87979946	346
W	37.3373410272	-121.879799009	347
W	37.3373407569	-121.87979867	348
W	37.3373404866	-121.879798332	349
W	37.3373401262	-121.879797767	350
W	37.3373398559	-121.879797429	351
W	37.3373396756	-121.879797316	352
W	37.3373393152	-121.879796865	353
W	37.3373392251	-121.879796639	354
W	37.3373388647	-121.879795962	355
W	37.3373387746	-121.879795962	356
W	37.3373385944	-121.879795623	357
W	37.3373383241	-121.879795285	358
W	37.3373380538	-121.879794946	359
W	37.3373376032	-121.879794269	360
W	37.337337423	-121.879794044	361
W	37.3373370626	-121.879793592	362
W	37.3373368824	-121.879793254	363
W	37.3373364319	-121.879792689	364
W	37.3373361616	-121.879792464	365
W	37.3373360715	-121.879792238	366
W	37.3373356209	-121.879791674	367
W	37.3373354407	-121.879791335	368
W	37.3373351704	-121.879790997	369
W	37.33733481	-121.879790658	370
W	37.3373345397	-121.87979032	371
W	37.3373342694	-121.879789981	372
W	37.3373340892	-121.879789643	373
W	37.3373339089	-121.879789417	374
W	37.3373334584	-121.879788853	375
W	37.3373331881	-121.879788514	376
W	37.3373330079	-121.879788288	377
W	37.3373327376	-121.87978795	378
W	37.337332197	-121.879787273	379
W	37.3373319266	-121.879786934	380
W	37.3373317464	-121.879786709	381
W	37.337331386	-121.879786257	382
W	37.3373312959	-121.879786032	383
W	37.3373310256	-121.879785693	384
W	37.3373308454	-121.879785467	385
W	37.3373305751	-121.879785129	386
W	37.3373303048	-121.87978479	387
W	37.3373300344	-121.879784452	388
W	37.3373294938	-121.879783775	389
W	37.3373293136	-121.879783549	390
W	37.3373290433	-121.879783211	391
W	37.3373288631	-121.879782872	392
W	37.3373284126	-121.879782308	393
W	37.3373281422	-121.879782082	394
W	37.3373280521	-121.879781969	395
W	37.3373276917	-121.879781518	396
W	37.3373274214	-121.879781179	397
W	37.3373272412	-121.879780954	398
W	37.3373267907	-121.879780277	399
W	37.3373267006	-121.879780164	400
W	37.33732625	-121.8797796	401
W	37.3373260698	-121.879779374	402
W	37.3373258896	-121.879779148	403
W	37.337325349	-121.879778471	404
W	37.3373252589	-121.879778358	405
W	37.3373249886	-121.879777907	406
W	37.3373247183	-121.879777568	407
W	37.337324448	-121.87977723	408
W	37.3373239974	-121.879776666	409
W	37.337323637	-121.879776327	410
W	37.3373234568	-121.879775989	411
W	37.3373231865	-121.87977565	412
W	37.3373229162	-121.879775199	413
W	37.3373226459	-121.87977486	414
W	37.337322736	-121.87977486	415
W	37.3373223755	-121.879774296	416
W	37.3373220151	-121.879773844	417
W	37.3373217448	-121.879773506	418
W	37.3373212943	-121.879772716	419
W	37.337321024	-121.879772378	420
W	37.3373207537	-121.879772039	421
W	37.3373204833	-121.8797717	422
W	37.337320213	-121.879771362	423
W	37.3373200328	-121.879771023	424
W	37.3373197625	-121.879770685	425
W	37.3373194922	-121.879770346	426
W	37.3373192219	-121.879770008	427
W	37.3373189516	-121.879769556	428
W	37.3373187714	-121.879769444	429
W	37.337318501	-121.879768992	430
W	37.3373182307	-121.879768654	431
W	37.3373179604	-121.879768315	432
W	37.3373176901	-121.879767977	433
W	37.3373174198	-121.879767638	434
W	37.3373169693	-121.879767187	435
W	37.3373166989	-121.879766735	436
W	37.3373164286	-121.879766397	437
W	37.3373161583	-121.879766058	438
W	37.3373157078	-121.879765494	439
W	37.3373154375	-121.879765156	440
W	37.3373151672	-121.879764817	441
W	37.3373148969	-121.879764478	442
W	37.3373145364	-121.879763914	443
W	37.3373143562	-121.879763689	444
W	37.3373142661	-121.879763463	445
W	37.3373138156	-121.879763012	446
W	37.3373135453	-121.87976256	447
W	37.3373133651	-121.879762447	448
W	37.3373128244	-121.879761883	449
W	37.3373125541	-121.879761432	450
W	37.3373122838	-121.879761093	451
W	37.3373120135	-121.879760755	452
W	37.3373117432	-121.879760416	453
W	37.3373113828	-121.879759965	454
W	37.3373112026	-121.879759852	455
W	37.337310752	-121.879759288	456
W	37.3373105718	-121.879758949	457
W	37.3373100312	-121.879758385	458
W	37.3373099411	-121.879758159	459
W	37.3373095807	-121.879757708	460
W	37.3373094005	-121.879757482	461
W	37.3373090401	-121.879757031	462
W	37.3373088598	-121.879756805	463
W	37.3373086796	-121.879756467	464
W	37.3373082291	-121.87975579	465
W	37.3373079588	-121.879755451	466
W	37.3373076885	-121.879755112	467
W	37.3373074182	-121.879754661	468
W	37.3373070577	-121.879754097	469
W	37.3373067874	-121.879753758	470
W	37.3373065171	-121.87975342	471
W	37.3373062468	-121.879753081	472
W	37.3373060666	-121.879752856	473
W	37.3373057963	-121.879752404	474
W	37.337305526	-121.879752066	475
W	37.3373052556	-121.879751727	476
W	37.3373049853	-121.879751276	477
W	37.3373046249	-121.879750824	478
W	37.3373043546	-121.879750486	479
W	37.3373043546	-121.879750486	480
W	37.337303814	-121.879749696	481
W	37.3373035437	-121.879749357	482
W	37.3373032733	-121.879749019	483
W	37.337303003	-121.87974868	484
W	37.3373027327	-121.879748229	485
W	37.3373024624	-121.87974789	486
W	37.337302102	-121.879747552	487
W	37.3373017416	-121.879746988	488
W	37.3373014712	-121.879746649	489
W	37.3373011108	-121.879746198	490
W	37.3373008405	-121.879745859	491
W	37.3373005702	-121.879745521	492
W	37.3373004801	-121.879745295	493
W	37.3373002098	-121.879744957	494
W	37.3372999395	-121.879744618	495
W	37.3372996692	-121.879744279	496
W	37.3372994889	-121.879743941	497
W	37.3372989483	-121.879743264	498
W	37.337298678	-121.879742925	499
W	37.3372984077	-121.879742587	500
W	37.3372982275	-121.879742248	501
W	37.3372979572	-121.87974191	502
W	37.3372974165	-121.879741346	503
W	37.3372968759	-121.879740668	504
W	37.3372966056	-121.879740217	505
W	37.3372963353	-121.879739879	506
W	37.3372959749	-121.879739427	507
W	37.3372957045	-121.879739089	508
W	37.3372954342	-121.87973875	509
W	37.3372951639	-121.879738299	510
W	37.3372948936	-121.87973796	511
W	37.3372946233	-121.879737622	512
W	37.3372944431	-121.879737283	513
W	37.3372941728	-121.879736945	514
W	37.3372939025	-121.879736606	515
W	37.3372936321	-121.879736268	516
W	37.3372930915	-121.879735478	517
W	37.3372928212	-121.879735026	518
W	37.3372925509	-121.879734688	519
W	37.3372923707	-121.879734349	520
W	37.3372919201	-121.879733785	521
W	37.3372916498	-121.879733446	522
W	37.3372915597	-121.879733334	523
W	37.3372911092	-121.879732657	524
W	37.3372910191	-121.879732544	525
W	37.3372907488	-121.879732205	526
W	37.3372902983	-121.879731754	527
W	37.3372897576	-121.879731077	528
W	37.3372894873	-121.879730625	529
W	37.337289217	-121.879730287	530
W	37.3372889467	-121.879729835	531
W	37.3372886764	-121.879729384	532
W	37.3372884061	-121.879728933	533
W	37.3372878654	-121.879728256	534
W	37.3372874149	-121.879727579	535
W	37.3372871446	-121.87972724	536
W	37.3372868743	-121.879726789	537
W	37.337286604	-121.87972645	538
W	37.3372863336	-121.879726112	539
W	37.3372861534	-121.879725773	540
W	37.3372857029	-121.879725435	541
W	37.3372855227	-121.879725096	542
W	37.3372855227	-121.879725096	543
W	37.337284892	-121.879724193	544
W	37.337284892	-121.879724193	545
W	37.337284081	-121.879723403	546
W	37.3372838107	-121.879722952	547
W	37.3372834503	-121.879722614	548
W	37.33728318	-121.879722275	549
W	37.3372829097	-121.879721711	550
W	37.3372826394	-121.879721372	551
W	37.337282369	-121.879721034	552
W	37.3372820987	-121.879720582	553
W	37.3372817383	-121.879720244	554
W	37.3372812878	-121.879719454	555
W	37.3372810175	-121.879719003	556
W	37.3372807471	-121.879718664	557
W	37.3372804768	-121.879718213	558
W	37.3372802065	-121.879717874	559
W	37.3372800263	-121.879717536	560
W	37.3372796659	-121.879717084	561
W	37.3372793956	-121.879716746	562
W	37.3372791253	-121.879716294	563
W	37.3372787648	-121.879715843	564
W	37.3372784945	-121.879715392	565
W	37.3372782242	-121.87971494	566
W	37.3372778638	-121.879714489	567
W	37.3372775935	-121.87971415	568
W	37.3372773232	-121.879713699	569
W	37.3372769627	-121.87971336	570
W	37.3372767825	-121.879713022	571
W	37.3372765122	-121.879712683	572
W	37.3372761518	-121.879712232	573
W	37.3372758815	-121.879711893	574
W	37.3372752508	-121.879711103	575
W	37.3372749804	-121.879710765	576
W	37.3372747101	-121.879710314	577
W	37.3372743497	-121.879709975	578
W	37.3372740794	-121.879709524	579
W	37.3372738091	-121.879709072	580
W	37.3372736289	-121.879708847	581
W	37.3372733586	-121.879708395	582
W	37.3372729981	-121.879708057	583
W	37.3372722773	-121.879707041	584
W	37.3372721872	-121.879706815	585
W	37.3372718268	-121.879706364	586
W	37.3372715565	-121.879706025	587
W	37.3372712861	-121.879705574	588
W	37.3372709257	-121.879705123	589
W	37.3372703851	-121.879704333	590
W	37.3372701148	-121.879703994	591
W	37.3372697544	-121.879703543	592
W	37.337269484	-121.879703092	593
W	37.3372690335	-121.879702415	594
W	37.3372687632	-121.879702076	595
W	37.3372684028	-121.879701625	596
W	37.3372681325	-121.879701173	597
W	37.3372677721	-121.879700722	598
W	37.3372675017	-121.879700496	599
W	37.3372672314	-121.879700045	600
W	37.337266871	-121.879699593	601
W	37.3372666007	-121.879699142	602
W	37.3372662403	-121.879698804	603
W	37.3372658799	-121.879698126	604
W	37.3372655194	-121.879697675	605
W	37.3372652491	-121.879697337	606
W	37.3372649788	-121.879696885	607
W	37.3372646184	-121.879696434	608
W	37.3372644382	-121.879696095	609
W	37.3372641679	-121.879695757	610
W	37.3372638975	-121.879695305	611
W	37.3372635371	-121.879694854	612
W	37.3372632668	-121.879694515	613
W	37.3372627262	-121.879693838	614
W	37.3372624559	-121.879693387	615
W	37.3372620954	-121.879692936	616
W	37.3372618251	-121.879692597	617
W	37.3372614647	-121.879692146	618
W	37.3372611944	-121.879691694	619
W	37.3372610142	-121.879691694	620
W	37.3372606538	-121.879691243	621
W	37.3372602934	-121.879690792	622
W	37.337260023	-121.879690453	623
W	37.3372594824	-121.879689889	624
W	37.337259122	-121.879689438	625
W	37.3372587616	-121.879688986	626
W	37.3372585814	-121.879688648	627
W	37.3372582209	-121.879688309	628
W	37.3372578605	-121.879687745	629
W	37.3372575902	-121.879687519	630
W	37.3372570496	-121.879686729	631
W	37.3372566892	-121.879686391	632
W	37.3372562386	-121.879685714	633
W	37.3372560584	-121.879685488	634
W	37.337255698	-121.879685149	635
W	37.3372554277	-121.879684698	636
W	37.3372550673	-121.879684247	637
W	37.3372544365	-121.879683457	638
W	37.3372543464	-121.879683344	639
W	37.3372543464	-121.879683344	640
W	37.3372537157	-121.879682554	641
W	37.3372534454	-121.879682103	642
W	37.3372528147	-121.879681538	643
W	37.3372524542	-121.879681087	644
W	37.3372521839	-121.879680749	645
W	37.3372518235	-121.879680297	646
W	37.3372515532	-121.879679959	647
W	37.3372511928	-121.879679507	648
W	37.3372508324	-121.879679394	649
W	37.3372504719	-121.879679056	650
W	37.3372502016	-121.879678605	651
W	37.3372502016	-121.879678605	652
W	37.3372492105	-121.879677589	653
W	37.3372489402	-121.879677138	654
W	37.3372485798	-121.879676799	655
W	37.3372482193	-121.879676348	656
W	37.337247949	-121.879676009	657
W	37.3372476787	-121.879675671	658
W	37.3372474084	-121.879675332	659
W	37.337247048	-121.879674881	660
W	37.3372467777	-121.879674542	661
W	37.3372464172	-121.879674091	662
W	37.3372459667	-121.879673527	663
W	37.3372456964	-121.879673188	664
W	37.337245336	-121.879672737	665
W	37.3372450657	-121.879672398	666
W	37.3372447052	-121.879671947	667
W	37.3372443448	-121.879671495	668
W	37.3372439844	-121.879671157	669
W	37.3372437141	-121.879670706	670
W	37.3372433537	-121.879670367	671
W	37.3372429933	-121.879669916	672
W	37.3372425427	-121.879669351	673
W	37.3372421823	-121.879669013	674
W	37.3372418219	-121.879668562	675
W	37.3372415516	-121.879668223	676
W	37.3372411912	-121.879667884	677
W	37.3372408307	-121.879667433	678
W	37.3372405604	-121.879667207	679
W	37.3372402	-121.879666756	680
W	37.3372399297	-121.879666417	681
W	37.3372395693	-121.879665966	682
W	37.3372388484	-121.879665289	683
W	37.337238488	-121.879664951	684
W	37.3372382177	-121.879664499	685
W	37.3372378573	-121.879664161	686
W	37.3372374969	-121.879663709	687
W	37.3372372266	-121.879663258	688
W	37.3372369563	-121.879663032	689
W	37.3372365958	-121.879662694	690
W	37.3372362354	-121.879662242	691
W	37.337235875	-121.879661904	692
W	37.3372354245	-121.879661114	693
W	37.3372350641	-121.879660775	694
W	37.3372347036	-121.879660324	695
W	37.3372343432	-121.879659985	696
W	37.3372340729	-121.879659647	697
W	37.3372337125	-121.879659083	698
W	37.3372334422	-121.879658744	699
W	37.3372330818	-121.879658406	700
W	37.3372327213	-121.879657954	701
W	37.337232451	-121.879657616	702
W	37.3372317302	-121.879656939	703
W	37.3372313698	-121.879656487	704
W	37.3372310093	-121.879656149	705
W	37.337230739	-121.879655697	706
W	37.3372303786	-121.879655359	707
W	37.3372301083	-121.87965502	708
W	37.3372299281	-121.879654795	709
W	37.3372295677	-121.879654456	710
W	37.3372292073	-121.879654118	711
W	37.3372289369	-121.879653779	712
W	37.3372283062	-121.879652989	713
W	37.3372279458	-121.879652651	714
W	37.3372276755	-121.879652312	715
W	37.3372273151	-121.879651974	716
W	37.3372269546	-121.879651635	717
W	37.3372265041	-121.879651071	718
W	37.3372261437	-121.879650619	719
W	37.3372258734	-121.879650281	720
W	37.337225513	-121.879649942	721
W	37.3372247921	-121.879649152	722
W	37.3372244317	-121.879648814	723
W	37.3372240713	-121.879648475	724
W	37.337223801	-121.879648024	725
W	37.3372234406	-121.879647686	726
W	37.3372228098	-121.879647121	727
W	37.3372225395	-121.879646783	728
W	37.3372221791	-121.879646444	729
W	37.3372218187	-121.879646106	730
W	37.3372214583	-121.879645654	731
W	37.3372208275	-121.87964509	732
W	37.3372204671	-121.879644752	733
W	37.3372201067	-121.8796443	734
W	37.3372198364	-121.879643962	735
W	37.337219476	-121.879643623	736
W	37.3372191155	-121.879643172	737
W	37.3372188452	-121.879642833	738
W	37.3372184848	-121.879642382	739
W	37.3372181244	-121.879642043	740
W	37.3372176739	-121.879641705	741
W	37.3372173135	-121.879641141	742
W	37.337216953	-121.879640689	743
W	37.3372165926	-121.879640351	744
W	37.3372162322	-121.879639899	745
W	37.3372158718	-121.879639561	746
W	37.3372154213	-121.879639109	747
W	37.3372147905	-121.87963832	748
W	37.3372144301	-121.879637981	749
W	37.3372140697	-121.879637643	750
W	37.3372136192	-121.879637078	751
W	37.3372131686	-121.879636627	752
W	37.3372128983	-121.879636288	753
W	37.3372125379	-121.87963595	754
W	37.3372121775	-121.879635498	755
W	37.337211727	-121.87963516	756
W	37.3372114567	-121.879634821	757
W	37.3372110962	-121.879634483	758
W	37.3372107358	-121.879634144	759
W	37.3372104655	-121.879633693	760
W	37.3372098348	-121.879633129	761
W	37.3372094744	-121.879632677	762
W	37.3372091139	-121.879632339	763
W	37.3372087535	-121.879631888	764
W	37.3372083931	-121.879631549	765
W	37.3372080327	-121.87963121	766
W	37.3372077624	-121.879630872	767
W	37.337207402	-121.879630421	768
W	37.3372070415	-121.879630082	769
W	37.3372066811	-121.879629744	770
W	37.3372061405	-121.879629292	771
W	37.3372058702	-121.879628954	772
W	37.3372055098	-121.879628615	773
W	37.3372051493	-121.879628277	774
W	37.3372047889	-121.879627825	775
W	37.3372041582	-121.879627374	776
W	37.337203978	-121.879627035	777
W	37.3372035275	-121.879626697	778
W	37.337203167	-121.879626358	779
W	37.3372028066	-121.879625907	780
